predictor,uniprot_acc,gene_symbol,set,n_variants,pathogenic_fraction,auroc,separation,frac_ambiguous
varity,P04180,LCAT,control,30,0.6666666666666666,0.9400000000000001,2.636231319492407,0.1
varity,P04181,OAT,mito,45,0.8888888888888888,1.0,5.685175905183556,0.022222222222222223
varity,P04350,TUBB4A,control,49,0.9183673469387755,0.48333333333333334,-0.16745954635447868,0.0
varity,P04792,HSPB1,control,24,0.875,0.9206349206349206,1.7362400343767093,0.08333333333333333
varity,P05067,APP,control,46,0.5434782608695652,0.8514285714285714,1.528444814015151,0.17391304347826086
varity,P05093,CYP17A1,control,68,0.8823529411764706,1.0,6.294088048376684,0.04411764705882353
varity,P05108,CYP11A1,mito,20,0.75,0.8933333333333333,1.5123158609615586,0.05
varity,P05165,PCCA,mito,50,0.84,0.9642857142857143,3.3104088457112373,0.02
varity,P05166,PCCB,mito,75,0.96,1.0,3.6007640881180474,0.0
varity,P06858,LPL,control,78,0.8846153846153846,0.9887278582930757,5.829222802931781,0.01282051282051282
varity,P07320,CRYGD,control,15,0.5333333333333333,0.5535714285714286,0.09724250546717032,0.06666666666666667
varity,P07384,CAPN1,control,14,0.35714285714285715,0.9111111111111112,1.631611929852184,0.07142857142857142
varity,P07602,PSAP,mito,28,0.6785714285714286,0.9707602339181287,2.5963366766236358,0.03571428571428571
varity,P07954,FH,mito,167,0.9640718562874252,0.9958592132505176,4.281281619501525,0.011976047904191617
varity,P08100,RHO,control,139,0.9496402877697842,0.9664502164502164,2.354503689172338,0.03597122302158273
varity,P08243,ASNS,control,32,0.84375,0.9925925925925927,4.180571370721459,0.0
varity,P08514,ITGA2B,control,87,0.8850574712643678,0.9415584415584415,2.5244220383086518,0.12643678160919541
varity,P08559,PDHA1,mito,178,0.9213483146067416,0.9690766550522649,2.207539348864653,0.016853932584269662
varity,P09622,DLD,mito,20,0.8,1.0,3.369265061542256,0.0
varity,P10515,DLAT,mito,16,0.125,1.0,8.086515998206135,0.0625
varity,P10809,HSPD1,mito,10,0.8,0.875,2.0594913007828883,0.1
varity,P10827,THRA,control,12,0.75,0.925925925925926,2.5013377592061796,0.25
varity,P11171,EPB41,control,10,0.4,0.9166666666666667,2.205933681237434,0.1
varity,P11177,PDHB,mito,13,0.7692307692307693,1.0,6.484566017785826,0.0
varity,P11310,ACADM,mito,141,0.9858156028368794,0.5071942446043165,0.7854185728901889,0.07092198581560284
varity,P11473,VDR,mito,20,0.9,1.0,15.136000014389216,0.0
varity,P11498,PC,mito,46,0.43478260869565216,0.9846153846153847,3.704989438590459,0.021739130434782608
varity,P11511,CYP19A1,control,19,0.631578947368421,0.9880952380952381,3.6909781206144077,0.0
varity,P12235,SLC25A4,mito,15,0.8,0.9722222222222223,4.094547474274891,0.0
varity,P12694,BCKDHA,mito,56,0.8571428571428571,0.9765625,2.61341192534246,0.03571428571428571
varity,P12814,ACTN1,control,22,0.8181818181818182,0.9027777777777778,1.959598869785559,0.13636363636363635
varity,P13473,LAMP2,control,26,0.2692307692307692,0.8796992481203008,1.7077613813011416,0.11538461538461539
varity,P13498,CYBA,control,16,0.75,1.0,5.386079094548831,0.1875
varity,P13804,ETFA,mito,11,0.7272727272727273,0.875,1.7300085991421599,0.0
varity,P15382,KCNE1,control,10,0.7,0.9523809523809524,2.3658450316004758,0.2
varity,P15538,CYP11B1,mito,65,0.8615384615384616,0.9900793650793651,4.355759254315608,0.046153846153846156
varity,P16157,ANK1,control,21,0.3333333333333333,0.9081632653061225,1.8430183755983578,0.09523809523809523
varity,P16219,ACADS,mito,36,0.8611111111111112,0.9290322580645162,2.110246774577853,0.1111111111111111
varity,P16615,ATP2A2,control,49,0.8367346938775511,1.0,4.500458351013351,0.10204081632653061
varity,P17302,GJA1,control,52,0.9807692307692307,1.0,4.270992024185813,0.1346153846153846
varity,P18507,GABRG2,control,51,0.8431372549019608,1.0,6.746863779148173,0.0392156862745098
varity,P19099,CYP11B2,mito,38,0.5,0.961218836565097,3.6724918431395563,0.02631578947368421
varity,P19438,TNFRSF1A,control,44,0.7045454545454546,0.9875930521091811,4.350845404584859,0.022727272727272728
varity,P19971,TYMP,mito,49,0.8979591836734694,1.0,4.958193436013834,0.04081632653061224
varity,P20062,TCN2,control,18,0.05555555555555555,1.0,3.4683496317778713,0.1111111111111111
varity,P20711,DDC,control,43,0.8372093023255814,0.9365079365079365,2.11463254244285,0.046511627906976744
varity,P20916,MAG,control,13,0.3076923076923077,0.8888888888888888,1.2929075238511414,0.07692307692307693
varity,P20933,AGA,control,29,0.6896551724137931,0.9666666666666667,2.513210957846258,0.06896551724137931
varity,P21397,MAOA,mito,11,0.36363636363636365,0.9642857142857143,2.7182309079380067,0.09090909090909091
varity,P21549,AGXT,mito,134,0.9104477611940298,0.9760928961748635,3.2861018888419586,0.05223880597014925
varity,P21583,KITLG,control,11,0.7272727272727273,0.9583333333333334,1.9997615639724524,0.09090909090909091
varity,P21757,MSR1,control,14,0.35714285714285715,1.0,2.34675946433595,0.14285714285714285
varity,P21912,SDHB,mito,82,0.926829268292683,1.0,7.050982249976002,0.036585365853658534
varity,P21953,BCKDHB,mito,70,0.9428571428571428,1.0,15.744033511897253,0.0
varity,P22001,KCNA3,control,21,0.7142857142857143,0.888888888888889,2.443352560414844,0.14285714285714285
varity,P22413,ENPP1,control,33,0.8484848484848485,0.9714285714285715,3.0550172436441274,0.12121212121212122
varity,P22557,ALAS2,mito,48,0.75,0.912037037037037,1.8549813587969137,0.0625
varity,P22830,FECH,mito,25,0.6,0.9866666666666667,3.8832656801993735,0.08
varity,P23378,GLDC,mito,167,0.8982035928143712,0.9639215686274509,2.5021875527319026,0.029940119760479042
varity,P23526,AHCY,control,14,0.7142857142857143,0.95,2.104872673010703,0.07142857142857142
varity,P23786,CPT2,mito,40,0.75,0.9,1.8661992002846464,0.1
varity,P24468,NR2F2,control,12,0.8333333333333334,1.0,3.637175406960267,0.16666666666666666
varity,P24752,ACAT1,mito,57,0.9473684210526315,1.0,9.439619178389016,0.017543859649122806
varity,P25189,MPZ,control,91,0.989010989010989,1.0,6.129221254047362,0.08791208791208792
varity,P25445,FAS,mito,43,0.8604651162790697,0.8873873873873875,1.9743390598859865,0.06976744186046512
varity,P25705,ATP5F1A,mito,12,0.4166666666666667,0.9142857142857144,2.701442018434763,0.08333333333333333
varity,P28715,ERCC5,control,22,0.45454545454545453,1.0,8.225781731210999,0.0
varity,P30084,ECHS1,mito,47,0.8936170212765957,0.9714285714285715,3.011834808235089,0.1702127659574468
varity,P30279,CCND2,control,12,0.6666666666666666,1.0,7.418355277015566,0.08333333333333333
varity,P30301,MIP,mito,10,0.6,1.0,3.9845790760937296,0.1
varity,P30793,GCH1,control,36,0.9722222222222222,1.0,31.33746800112167,0.0
varity,P31040,SDHA,mito,46,0.5,0.9792060491493384,3.4556164216048666,0.06521739130434782
varity,P31321,PRKAR1B,control,10,0.5,0.8,1.4112295572396463,0.1
varity,P31327,CPS1,mito,106,0.6132075471698113,0.9564727954971859,2.341144977098383,0.05660377358490566
varity,P32322,PYCR1,mito,18,0.7777777777777778,0.9821428571428572,3.499256874554494,0.05555555555555555
varity,P33527,ABCC1,control,22,0.045454545454545456,0.8095238095238095,0.984288755736637,0.09090909090909091
varity,P33897,ABCD1,mito,288,0.7604166666666666,0.9759777645423864,3.4714760988155398,0.0625
varity,P34059,GALNS,control,119,0.9159663865546218,0.9174311926605504,2.205257610993202,0.08403361344537816
varity,P35218,CA5A,mito,11,0.18181818181818182,1.0,4.90238040721971,0.0
varity,P35523,CLCN1,control,131,0.8931297709923665,0.9505494505494505,2.9652124539639186,0.03816793893129771
varity,P35680,HNF1B,control,85,0.9411764705882353,0.88,1.7532037391189619,0.2
varity,P35712,SOX6,control,25,0.36,0.8472222222222222,1.7983577711932293,0.08
varity,P35914,HMGCL,mito,20,0.85,1.0,16.449700928705475,0.0
varity,P36551,CPOX,mito,19,0.47368421052631576,0.9666666666666668,2.6209251456531737,0.10526315789473684
varity,P36776,LONP1,mito,106,0.08490566037735849,0.9003436426116839,2.063300664678023,0.18867924528301888
varity,P38117,ETFB,mito,10,0.6,1.0,5.3321626706577,0.1
varity,P38571,LIPA,control,52,0.7884615384615384,0.9866962305986696,4.3235888233011766,0.0
varity,P38606,ATP6V1A,control,26,0.9230769230769231,0.9583333333333333,1.822853431830937,0.038461538461538464
varity,P39210,MPV17,mito,15,0.9333333333333333,0.8571428571428571,2.219838937320125,0.13333333333333333
varity,P40337,VHL,control,203,0.8275862068965517,0.945578231292517,1.8061072412184478,0.029556650246305417
varity,P40926,MDH2,mito,10,0.4,1.0,2.4801596177130127,0.0
varity,P40939,HADHA,mito,30,0.7333333333333333,0.9431818181818182,2.586087095777983,0.1
varity,P41250,GARS1,mito,44,0.6136363636363636,0.9694989106753812,2.672861851599721,0.06818181818181818
varity,P42262,GRIA2,control,36,0.7777777777777778,0.96875,2.208052345855616,0.05555555555555555
varity,P42704,LRPPRC,mito,39,0.23076923076923078,0.9592592592592593,2.3268601337762145,0.10256410256410256
varity,P42771,CDKN2A,control,51,0.7254901960784313,0.9922779922779923,4.112376996662512,0.17647058823529413
varity,P43003,SLC1A3,control,11,0.18181818181818182,0.8888888888888888,2.147934998862376,0.0
varity,P43235,CTSK,control,28,0.8928571428571429,0.96,3.0671059674458347,0.10714285714285714
varity,P43897,TSFM,mito,12,0.5,0.8611111111111112,2.3043404735013953,0.08333333333333333
varity,P45379,TNNT2,control,51,0.9411764705882353,0.9097222222222223,1.887371370391588,0.23529411764705882
varity,P45954,ACADSB,mito,13,0.6923076923076923,1.0,8.665705348238742,0.07692307692307693
varity,P48728,AMT,mito,40,0.875,0.9714285714285715,2.226436991145136,0.0
varity,P48735,IDH2,mito,11,0.5454545454545454,0.9,1.9603582028875008,0.18181818181818182
varity,P49419,ALDH7A1,mito,72,0.9027777777777778,0.9142857142857143,1.6762927647456245,0.027777777777777776
varity,P49588,AARS1,control,39,0.41025641025641024,0.8913043478260869,1.9270032770422258,0.07692307692307693
varity,P49590,HARS2,mito,16,0.6875,0.9090909090909092,1.9234529043257116,0.0
varity,P49748,ACADVL,mito,157,0.9617834394904459,1.0,7.39652019345829,0.044585987261146494
varity,P49773,HINT1,mito,12,0.9166666666666666,1.0,28.647956314793312,0.0
varity,P49821,NDUFV1,mito,26,0.8076923076923077,0.9714285714285714,3.371514928924521,0.0
varity,P49916,LIG3,mito,16,0.25,0.9791666666666666,3.323041823562014,0.0625
varity,P50281,MMP14,control,12,0.16666666666666666,0.55,-0.09444652085848533,0.25
varity,P50402,EMD,control,17,0.35294117647058826,0.8484848484848484,1.55376052798555,0.058823529411764705
varity,P50416,CPT1A,mito,40,0.625,1.0,5.5868755655369,0.05
varity,P50440,GATM,mito,15,0.6,1.0,3.8187693014318627,0.13333333333333333
varity,P51159,RAB27A,control,20,0.9,0.9722222222222222,2.9591788667844012,0.1
varity,P51168,SCNN1B,control,26,0.5,0.9112426035502958,2.403081777789003,0.07692307692307693
varity,P51530,DNA2,mito,19,0.21052631578947367,0.8666666666666667,2.076842181612043,0.10526315789473684
varity,P51648,ALDH3A2,mito,43,0.813953488372093,0.9821428571428571,3.717185260350682,0.023255813953488372
varity,P51649,ALDH5A1,mito,66,0.8333333333333334,0.9900826446280991,3.123090511982434,0.0
varity,P51659,HSD17B4,mito,57,0.7368421052631579,0.9682539682539683,2.715426003376206,0.05263157894736842
varity,P51687,SUOX,mito,23,0.6086956521739131,0.9365079365079366,1.747480168068129,0.0
varity,P51790,CLCN3,control,18,0.8333333333333334,0.888888888888889,1.885178695099149,0.05555555555555555
varity,P51801,CLCNKB,control,48,0.4791666666666667,0.9843478260869566,3.7101788011170416,0.0625
varity,P51812,RPS6KA3,control,52,0.7884615384615384,0.9977827050997783,5.81927404878397,0.07692307692307693
varity,P52429,DGKE,control,14,0.7857142857142857,1.0,20.205337404927974,0.0
varity,P52848,NDST1,control,10,0.4,0.9583333333333334,2.4844612585383583,0.0
varity,P52952,NKX2-5,control,39,0.717948717948718,0.987012987012987,3.5676835657221155,0.02564102564102564
varity,P53597,SUCLG1,mito,12,0.75,1.0,4.622896059770817,0.08333333333333333
varity,P53674,CRYBB1,control,13,0.5384615384615384,1.0,6.198661845658594,0.0
varity,P53701,HCCS,mito,19,0.21052631578947367,1.0,2.94128567979572,0.10526315789473684
varity,P54098,POLG,mito,135,0.8666666666666667,0.982905982905983,4.351286034078481,0.02962962962962963
varity,P54819,AK2,mito,15,0.5333333333333333,0.9464285714285715,2.271861565358216,0.2
varity,P54840,GYS2,control,26,0.3076923076923077,0.9722222222222222,4.007205465677904,0.07692307692307693
varity,P54868,HMGCS2,mito,21,0.9523809523809523,1.0,5.305231842355277,0.047619047619047616
varity,P54886,ALDH18A1,mito,33,0.7575757575757576,0.83,1.3832737772354908,0.21212121212121213
varity,P55084,HADHB,mito,26,0.9230769230769231,0.9791666666666667,4.099222722445411,0.0
varity,P55201,BRPF1,control,27,0.25925925925925924,0.9642857142857142,2.879835756071699,0.07407407407407407
varity,P55809,OXCT1,mito,12,0.6666666666666666,1.0,4.700805426773962,0.08333333333333333
varity,P56696,KCNQ4,control,43,0.7209302325581395,0.989247311827957,4.2430386703660625,0.023255813953488372
varity,P58012,FOXL2,control,39,0.9230769230769231,0.9259259259259259,2.734152512028352,0.05128205128205128
varity,P60484,PTEN,control,253,0.9723320158102767,0.997096399535424,5.668045366435922,0.03557312252964427
varity,P61626,LYZ,control,13,0.23076923076923078,1.0,3.6987141567069854,0.07692307692307693
varity,P61981,YWHAG,control,16,0.8125,1.0,4.733829464836754,0.125
varity,P62070,RRAS2,control,10,0.8,1.0,5.8678043386655725,0.1
varity,P62879,GNB2,control,15,0.8,1.0,4.664627100822035,0.06666666666666667
varity,P63267,ACTG2,control,39,0.9743589743589743,0.42105263157894735,-0.6989586792634994,0.0
varity,P67775,PPP2CA,control,23,0.7391304347826086,0.8529411764705882,1.3813159945664082,0.08695652173913043
varity,P78562,PHEX,control,171,0.8245614035087719,0.96548463356974,2.3560170009316113,0.05263157894736842
varity,P80365,HSD11B2,control,17,0.5882352941176471,1.0,2.818401359707042,0.11764705882352941
varity,P80404,ABAT,mito,13,0.7692307692307693,0.9666666666666668,3.0795676629395157,0.07692307692307693
varity,P82930,MRPS34,mito,10,0.2,1.0,4.6244016648720665,0.0
varity,Q00577,PURA,control,86,0.686046511627907,0.9485247959824231,2.9456878684930845,0.08139534883720931
varity,Q01453,PMP22,mito,36,0.9166666666666666,0.98989898989899,4.197604172057193,0.08333333333333333
varity,Q01718,MC2R,control,25,0.76,0.9649122807017544,2.7822932805478033,0.0
varity,Q01959,SLC6A3,control,12,0.4166666666666667,1.0,6.172333599499063,0.08333333333333333
varity,Q02094,RHAG,control,12,0.75,1.0,4.186076167186663,0.16666666666666666
varity,Q02127,DHODH,mito,15,0.4666666666666667,0.9821428571428571,3.0954790038912683,0.13333333333333333
varity,Q02252,ALDH6A1,mito,10,0.6,0.875,1.1620879826180626,0.2
varity,Q02318,CYP27A1,mito,39,0.7692307692307693,0.9333333333333333,2.8562342023094707,0.07692307692307693
varity,Q02750,MAP2K1,control,49,0.9183673469387755,0.5888888888888889,1.0576011025192067,0.02040816326530612
varity,Q03112,MECOM,control,15,0.13333333333333333,1.0,4.97144937244673,0.06666666666666667
varity,Q04844,CHRNE,control,50,0.86,0.9202657807308969,2.3980505817138598,0.02
varity,Q06945,SOX4,control,19,0.6842105263157895,1.0,7.828510848133142,0.05263157894736842
varity,Q07021,C1QBP,mito,11,0.36363636363636365,1.0,6.61285099030289,0.09090909090909091
varity,Q07837,SLC3A1,control,45,0.9333333333333333,0.9603174603174602,3.6647748048120325,0.022222222222222223
varity,Q07973,CYP24A1,mito,23,0.5217391304347826,0.9924242424242424,2.9874039750690673,0.08695652173913043
varity,Q08209,PPP3CA,control,26,0.8076923076923077,0.8857142857142858,1.7380396321227423,0.07692307692307693
varity,Q08J23,NSUN2,mito,15,0.3333333333333333,0.9,2.231684900719533,0.0
varity,Q10713,PMPCA,mito,12,0.5833333333333334,0.9714285714285715,2.7580681362823873,0.0
varity,Q12887,COX10,mito,14,0.5,0.979591836734694,3.9500726019100525,0.0
varity,Q12946,FOXF1,control,36,0.6944444444444444,0.9927272727272727,5.3034008794867304,0.027777777777777776
varity,Q12980,NPRL3,control,12,0.08333333333333333,0.9090909090909091,2.4090831278717095,0.16666666666666666
varity,Q13153,PAK1,control,30,0.8333333333333334,0.856,2.0382515556544067,0.06666666666666667
varity,Q13207,TBX2,control,13,0.3076923076923077,0.6944444444444444,1.0773445701929347,0.15384615384615385
varity,Q13253,NOG,control,30,0.8333333333333334,0.9440000000000001,2.681258471905091,0.0
varity,Q13286,CLN3,control,27,0.8518518518518519,1.0,3.9867965319120264,0.037037037037037035
varity,Q13415,ORC1,mito,23,0.2608695652173913,0.9019607843137254,1.4414768011632049,0.043478260869565216
varity,Q13423,NNT,mito,23,0.391304347826087,1.0,5.356507093692362,0.043478260869565216
varity,Q13426,XRCC4,control,11,0.2727272727272727,0.625,0.7162688903420549,0.09090909090909091
varity,Q13461,FOXE3,control,23,0.4782608695652174,0.9696969696969696,3.617688484783734,0.08695652173913043
varity,Q13472,TOP3A,mito,14,0.21428571428571427,0.6666666666666666,0.6732895776172435,0.0
varity,Q13501,SQSTM1,control,13,0.38461538461538464,0.95,2.420146436841889,0.07692307692307693
varity,Q13509,TUBB3,control,65,0.8461538461538461,0.6654545454545454,0.6402099068752938,0.03076923076923077
varity,Q13627,DYRK1A,control,16,0.0625,0.19999999999999996,-0.9343266927555812,0.0625
varity,Q13825,AUH,mito,10,0.7,1.0,17.367375019099953,0.0
varity,Q13885,TUBB2A,control,44,0.7727272727272727,0.6911764705882353,0.8530237109490881,0.18181818181818182
varity,Q14203,DCTN1,control,43,0.20930232558139536,0.9705882352941175,2.7740056111300033,0.0
varity,Q14671,PUM1,control,13,0.23076923076923078,0.8333333333333333,1.4155175217047273,0.15384615384615385
varity,Q15031,LARS2,mito,31,0.7096774193548387,0.8686868686868687,1.6114021385648438,0.06451612903225806
varity,Q15046,KARS1,mito,25,0.68,0.9852941176470589,2.7429121049749696,0.04
varity,Q15147,PLCB4,control,17,0.5294117647058824,1.0,3.7450569717674576,0.058823529411764705
varity,Q15437,SEC23B,control,23,0.6521739130434783,0.8416666666666667,1.3551841664620188,0.08695652173913043
varity,Q15526,SURF1,mito,30,0.9333333333333333,0.9821428571428572,3.5029878732017066,0.0
varity,Q15751,HERC1,control,39,0.05128205128205128,1.0,6.900651088125131,0.02564102564102564
varity,Q16134,ETFDH,mito,103,0.9514563106796117,0.9938775510204082,4.446285159540134,0.23300970873786409
varity,Q16281,CNGA3,control,137,0.8905109489051095,0.9967213114754099,5.43931827321841,0.051094890510948905
varity,Q16595,FXN,mito,11,0.5454545454545454,1.0,10.972182530108622,0.0
varity,Q16795,NDUFA9,mito,17,0.35294117647058826,0.9848484848484849,3.397239431419031,0.11764705882352941
varity,Q16854,DGUOK,mito,19,0.8947368421052632,1.0,1.713812271583108,0.0
varity,Q330K2,NDUFAF6,mito,17,0.5882352941176471,1.0,3.435708216329788,0.0
varity,Q3MJ13,WDR72,control,19,0.21052631578947367,0.8166666666666667,1.6740473014815733,0.10526315789473684
varity,Q3SXY8,ARL13B,control,12,0.5,0.9722222222222223,3.227100298908684,0.0
varity,Q3T906,GNPTAB,control,52,0.7115384615384616,0.927927927927928,2.299855043298226,0.038461538461538464
varity,Q4G176,ACSF3,mito,23,0.34782608695652173,0.9833333333333334,5.116153143758921,0.0
varity,Q53R41,FASTKD1,mito,10,0.1,1.0,51.72434000395423,0.0
varity,Q5EBM0,CMPK2,mito,10,0.3,1.0,11.90178161169778,0.0
varity,Q5FBB7,SGO1,control,10,0.1,1.0,4.697109322267518,0.0
varity,Q5HYA8,TMEM67,control,76,0.9078947368421053,0.9979296066252589,2.6915201785283562,0.10526315789473684
varity,Q5JPH6,EARS2,mito,21,0.7142857142857143,0.9888888888888889,2.3678157644163162,0.0
varity,Q5JRX3,PITRM1,mito,45,0.044444444444444446,0.9302325581395349,2.788357264433723,0.06666666666666667
varity,Q5JSL3,DOCK11,control,15,0.6,0.8518518518518519,1.5999677315932197,0.06666666666666667
varity,Q5JTZ9,AARS2,mito,43,0.46511627906976744,0.9304347826086956,2.308125540325647,0.11627906976744186
varity,Q5T160,RARS2,mito,35,0.7142857142857143,0.976,3.024687302879358,0.02857142857142857
varity,Q5T280,SPOUT1,control,10,0.6,1.0,6.296131305110877,0.0
varity,Q5T440,IBA57,mito,17,0.5882352941176471,0.9857142857142858,4.267341340404359,0.11764705882352941
varity,Q5TEU4,NDUFAF5,mito,24,0.7916666666666666,1.0,4.70843184365069,0.16666666666666666
varity,Q5THJ4,VPS13D,mito,52,0.19230769230769232,0.9214285714285714,2.1969473653063702,0.19230769230769232
varity,Q68CP9,ARID2,control,81,0.024691358024691357,0.9936708860759494,4.208821888360052,0.08641975308641975
varity,Q68CZ1,RPGRIP1L,control,25,0.4,0.9,1.778834931460358,0.08
varity,Q6NUK1,SLC25A24,mito,12,0.25,0.7777777777777779,1.3274680338462204,0.08333333333333333
varity,Q6NVY1,HIBCH,mito,24,0.625,0.7407407407407408,1.3815217412347904,0.041666666666666664
varity,Q6P1J9,CDC73,control,10,0.7,1.0,21.902223061017136,0.0
varity,Q6P4I2,WDR73,control,11,0.45454545454545453,1.0,2.2520148793026418,0.0
varity,Q6PD62,CTR9,control,29,0.5172413793103449,0.9095238095238096,2.0982325929357613,0.10344827586206896
varity,Q6PI48,DARS2,mito,26,0.6923076923076923,0.9861111111111112,4.026393007079338,0.038461538461538464
varity,Q6Y288,B3GLCT,control,11,0.36363636363636365,1.0,5.230508535489884,0.09090909090909091
varity,Q6ZMI0,PPP1R21,control,10,0.2,1.0,3.5455619200782857,0.3
varity,Q6ZMP0,THSD4,control,19,0.05263157894736842,1.0,24.705212217405364,0.0
varity,Q6ZWH5,NEK10,control,12,0.3333333333333333,1.0,3.9489778893259424,0.25
varity,Q70HW3,SLC25A26,mito,12,0.3333333333333333,1.0,5.853713363189807,0.08333333333333333
varity,Q7L2E3,DHX30,mito,43,0.2558139534883721,0.9886363636363636,4.044296605423448,0.023255813953488372
varity,Q7L3T8,PARS2,mito,11,0.18181818181818182,1.0,3.6091537691235165,0.09090909090909091
varity,Q7L5A8,FA2H,control,31,0.7419354838709677,0.9510869565217391,2.9017853053669933,0.0967741935483871
varity,Q7L8L6,FASTKD5,mito,12,0.25,1.0,2.6575254373185726,0.08333333333333333
varity,Q7LBC6,KDM3B,control,58,0.25862068965517243,0.9116279069767442,2.366883048839472,0.06896551724137931
varity,Q7LGC8,CHST3,control,34,0.7058823529411765,1.0,7.326257551400504,0.0
varity,Q86WG5,SBF2,control,10,0.2,1.0,6.85831731598703,0.0
varity,Q86XE5,HOGA1,mito,58,0.9137931034482759,1.0,6.060361507445341,0.034482758620689655
varity,Q86YT5,SLC13A5,control,13,0.8461538461538461,1.0,20.414497421939235,0.0
varity,Q8IUX1,TMEM126B,mito,11,0.18181818181818182,1.0,1.6590338301413694,0.0
varity,Q8IV33,KIAA0825,control,13,0.23076923076923078,0.9666666666666667,1.6639011536800072,0.0
varity,Q8IVH4,MMAA,mito,22,0.9545454545454546,0.9523809523809523,4.91614825886832,0.0
varity,Q8IWZ6,BBS7,control,12,0.9166666666666666,1.0,3.379406558779057,0.08333333333333333
varity,Q8N130,SLC34A3,control,35,0.42857142857142855,0.9433333333333334,2.673789772129311,0.08571428571428572
varity,Q8N135,LGI4,control,15,0.4666666666666667,0.8928571428571428,2.1212366018341373,0.06666666666666667
varity,Q8N159,NAGS,mito,15,0.6666666666666666,0.9600000000000001,2.2996491134326007,0.2
varity,Q8N3C0,ASCC3,control,17,0.29411764705882354,1.0,9.993688590095934,0.0
varity,Q8N3I7,BBS5,control,12,0.9166666666666666,1.0,3.5666340072713583,0.25
varity,Q8N3U4,STAG2,control,24,0.4166666666666667,0.9214285714285715,2.268113712889328,0.3333333333333333
varity,Q8N442,GUF1,mito,14,0.07142857142857142,0.9230769230769231,1.5155715972949508,0.07142857142857142
varity,Q8N465,D2HGDH,mito,24,0.5,0.9930555555555555,4.113111322963548,0.0
varity,Q8N490,PNKD,mito,18,0.16666666666666666,0.7333333333333334,0.22380881069539996,0.05555555555555555
varity,Q8N5F7,NKAP,control,10,0.3,1.0,5.003064814734597,0.0
varity,Q8NFJ9,BBS1,control,22,0.8636363636363636,0.8421052631578948,1.7890763535145369,0.09090909090909091
varity,Q8NI60,COQ8A,mito,42,0.7380952380952381,1.0,5.618252952116601,0.047619047619047616
varity,Q8TAP6,CEP76,control,12,0.6666666666666666,0.875,1.5922149693645429,0.0
varity,Q8TCG5,CPT1C,mito,17,0.17647058823529413,0.9285714285714286,2.2952842307058137,0.17647058823529413
varity,Q8TCS8,PNPT1,mito,23,0.6086956521739131,0.9761904761904762,3.6468599635016554,0.08695652173913043
varity,Q8TD30,GPT2,mito,10,0.4,1.0,3.187166688954972,0.1
varity,Q8TF50,ZNF526,control,12,0.16666666666666666,0.7999999999999999,0.7471183155754034,0.0
varity,Q8WWV3,RTN4IP1,mito,14,0.5,0.7346938775510204,0.8888499810023247,0.14285714285714285
varity,Q8WWZ3,EDARADD,control,13,0.8461538461538461,0.7272727272727273,0.7660502303039022,0.07692307692307693
varity,Q8WXG6,MADD,mito,13,0.3076923076923077,0.8888888888888888,2.0151585804062475,0.07692307692307693
varity,Q8WYB5,KAT6B,control,178,0.05056179775280899,0.6528599605522682,0.7905905492248481,0.10674157303370786
varity,Q8WYQ3,CHCHD10,mito,15,0.26666666666666666,0.8863636363636362,1.8797613641707938,0.0
varity,Q8WZ55,BSND,control,13,0.6923076923076923,1.0,3.555882989298565,0.0
varity,Q92558,WASF1,control,14,0.21428571428571427,0.6666666666666666,0.7639570215269914,0.14285714285714285
varity,Q92838,EDA,control,150,0.8533333333333334,0.8828125,1.6915189730433946,0.08
varity,Q92947,GCDH,mito,184,0.9728260869565217,0.8603351955307262,1.869402594708215,0.03804347826086957
varity,Q969G2,LHX4,control,12,0.3333333333333333,0.78125,0.8164079782876533,0.0
varity,Q969G3,SMARCE1,control,26,0.5769230769230769,1.0,6.159791137801721,0.038461538461538464
varity,Q969H0,FBXW7,control,19,0.6842105263157895,1.0,10.93894872244464,0.0
varity,Q969S9,GFM2,mito,25,0.08,0.9565217391304348,4.036501020770883,0.08
varity,Q969Y2,GTPBP3,mito,22,0.5909090909090909,1.0,10.801565519325171,0.0
varity,Q969Z4,RELT,control,14,0.2857142857142857,0.9,1.3269646346475044,0.0
varity,Q96AG3,SLC25A46,mito,16,0.625,1.0,4.3718682804610385,0.125
varity,Q96AY3,FKBP10,mito,12,0.75,0.888888888888889,1.950314096957822,0.16666666666666666
varity,Q96C36,PYCR2,mito,14,0.7857142857142857,1.0,7.923102587756775,0.0
varity,Q96CU9,FOXRED1,mito,11,0.6363636363636364,0.8571428571428572,1.6122505005070278,0.18181818181818182
varity,Q96D53,COQ8B,mito,21,0.5714285714285714,1.0,8.577308242042157,0.0
varity,Q96DP5,MTFMT,mito,19,0.3157894736842105,0.8717948717948718,1.546492640098821,0.21052631578947367
varity,Q96DW6,SLC25A38,mito,19,0.8421052631578947,1.0,4.255032013473304,0.0
varity,Q96EG1,ARSG,control,19,0.3157894736842105,1.0,14.447707335477654,0.0
varity,Q96EY8,MMAB,mito,31,0.8387096774193549,0.8846153846153846,1.731115986242179,0.0
varity,Q96GM8,TOE1,control,21,0.5238095238095238,0.9454545454545453,2.3427912250807337,0.09523809523809523
varity,Q96HD1,CRELD1,control,10,0.3,0.8095238095238095,1.0019038064273347,0.1
